Latitude,Longitude,Time,Date,Number of Sats,GPS Speed (Kn),GPS True Heading,GPS Magnetic Variation,HDOP,C Magnetic Heading,C True Heading,Pitch Angle,Roll Angle,C Inside Temp (c),DFS Depth (m),DTB Height (m),Total Water Column (m),Batt Percent,Power Watts,Watt-Hours,Batt Volts,Batt Ampers,Batt State,Time to Empty,Current Step,Dist To Next (m),Next Speed (kn),Vehicle Speed (kn),Motor Speed CMD,Next Heading,Next Long,Next Lat,Next Depth (m),Depth Goal (m),Vehicle State,Error State,Distance to Track (m),Fin Pitch R,Fin Pitch L,Pitch Goal,Fin Yaw T,Fin Yaw B,Yaw Goal,Fin Roll,DVL-Depth (m),DVL -Altitude (m),DVL -Water Column (m),DVL-FixType,DVL-FixQuality,DVL-Temperature,Conductivity (mmhos/cm),Temperature (c),Salinity (ppt),Sound Speed (m/s),Date m/d/y   ,Time hh:mm:ss,Temp C,SpCond mS/cm,Sal ppt,Depth feet,pH,pH mV,Turbid+ NTU,Chl ug/L,BGA-PC cells/mL,ODOsat %,ODO mg/L,Battery volts,ROSEM Command Type
25.88142515,-80.14646132,58:45.7,10/21/21,10,1.216,37.18,-7.117706431,0.89,52.7,48.42,1.91,-0.01,36.6,0.01,3.34,3.35,92,25,510.8,16.2,-1.5,D,1339.2,0,292.411,1,1.11,154,42.97,-80.14446913,25.88334941,0,0,1,N,0.000193,68,68,11,105,105,42.95941,0,9999.99,3.35,3.477,2,9,29.9,0,29.89999962,46.6,1557.38738,10/21/21,10:34:58,26.7,68.37,46.6,1.192,7.95,-56.5,-4.8,1.6,7648,93.3,5.76,12.8,
25.88142946,-80.14645852,58:46.7,10/21/21,10,1.017,37.18,-7.117706431,0.89,52.2,47.92,0.66,-0.72,36.6,0.0,3.23,3.23,92,25,510.8,16.2,-1.5,D,1339.2,0,291.869,1,1.08,154,42.99,-80.14446913,25.88334941,0,0,1,N,0.1202386,61,61,11,111,111,43.82194,0,9999.99,3.24,3.367,2,9,29.9,0,29.89999962,46.61,1557.39763,10/21/21,10:34:59,26.69,68.37,46.61,1.221,7.95,-56.5,-2.4,0.0,-3366,93.4,5.76,12.9,
25.88143354,-80.14645389,58:47.7,10/21/21,10,1.204,37.18,-7.117706431,0.89,48.9,44.63,1.87,-1.68,36.6,0.0,3.22,3.22,92,25,510.8,16.2,-1.5,D,1339.2,0,291.222,1,1.08,154,42.99,-80.14446913,25.88334941,0,0,1,N,0.0843,68,68,11,123,123,43.56429,0,9999.99,3.24,3.367,2,9,29.9,0,29.89999962,37.25,1547.61167,10/21/21,10:35:00,26.7,56.14,37.25,1.263,7.95,-56.5,-5.7,-6.8,3456,93.4,6.07,12.7,
25.88143778,-80.14645071,58:48.7,10/21/21,10,1.157,37.18,-7.117706431,0.89,45.1,40.82,1.57,-8.5,36.5,0.0,3.29,3.3,92,25,510.8,16.2,-1.5,D,1339.2,0,290.66,1,1.04,154,43.0,-80.14446913,25.88334941,0,0,1,N,0.1717062,69,69,11,144,144,44.19031,0,9999.99,3.3,3.427,2,9,29.9,0,29.89999962,43.81,1554.46767,10/21/21,10:35:01,26.7,64.77,43.81,1.146,7.95,-56.5,-4.1,-2.4,26124,93.4,5.85,12.9,
25.88144203,-80.14644639,58:49.7,10/21/21,10,1.199,37.18,-7.117706431,0.89,50.2,45.92,0.42,-4.86,36.6,0.01,3.23,3.24,92,25,510.8,16.2,-1.5,D,1344.2,0,290.019,1,1.11,154,43.0,-80.14446913,25.88334941,0,0,1,N,0.1876167,55,55,11,113,113,44.3041,0,9999.99,3.22,3.347,2,9,29.8,0,29.79999924,46.6,1557.18872,10/21/21,10:35:02,26.69,68.36,46.6,1.21,7.96,-56.6,-4.5,-1.5,-3582,93.4,5.76,12.9,
25.88144654,-80.14644533,58:50.7,10/21/21,10,1.028,18.63,-7.117706431,0.89,51.5,47.22,-1.02,7.05,36.6,0.01,3.33,3.34,92,25,510.8,16.2,-1.5,D,1344.2,0,289.581,1,1.02,154,43.06,-80.14446913,25.88334941,0,0,1,N,0.4402379,55,55,11,126,126,46.11054,0,9999.99,3.35,3.477,2,9,29.8,0,29.79999924,45.37,1555.90081,10/21/21,10:35:03,26.68,66.78,45.37,1.359,7.95,-56.5,-5.0,-1.1,4984,93.5,5.81,13.0,
25.88145583,-80.14642917,58:54.8,10/21/21,10,1.154,18.63,-7.117706431,0.89,49.5,45.23,1.32,-5.8,36.6,0.0,3.3,3.3,92,25,510.7,16.2,-1.5,D,1370.2,0,287.716,1,1.01,154,42.97,-80.14446913,25.88334941,0,0,1,N,0.00717,65,65,11,118,118,43.01187,0,9999.99,3.29,3.417,2,9,29.8,0,29.79999924,46.4,1556.97862,10/21/21,10:35:07,26.66,68.1,46.4,1.121,7.95,-56.5,-4.2,-0.7,-249,93.4,5.77,12.9,
25.88146746,-80.14641866,58:57.8,10/21/21,10,1.012,18.63,-7.117706431,0.89,54.2,49.91,1.81,-2.85,36.6,0.0,3.32,3.32,92,25,510.7,16.2,-1.5,D,1339.8,0,286.06,1,1.06,154,42.98,-80.14446913,25.88334941,0,0,1,N,0.0847,61,61,11,100,100,43.5666,0,9999.99,3.32,3.447,2,9,29.8,0,29.79999924,46.59,1557.17809,10/21/21,10:35:10,26.68,68.34,46.59,1.177,7.95,-56.5,-4.5,19.0,57885,93.5,5.77,12.9,
25.88147107,-80.1464169,58:58.8,10/21/21,10,0.786,18.63,-7.117706431,0.89,49.8,45.53,0.13,2.52,36.7,0.0,3.29,3.29,92,25,510.7,16.2,-1.5,D,1339.8,0,285.646,1,1.04,154,43.01,-80.14446913,25.88334941,0,0,1,N,0.2216065,58,58,11,123,123,44.54709,0,9999.99,3.3,3.427,2,9,29.8,0,29.79999924,37.44,1547.60472,10/21/21,10:35:12,26.68,56.4,37.44,1.293,7.95,-56.5,-5.3,-1.5,283,93.6,6.08,12.8,
25.88147267,-80.14641367,58:59.8,10/21/21,10,1.173,18.63,-7.117706431,0.89,54.6,50.3,-0.96,1.8,36.7,0.01,3.25,3.25,92,24,510.7,16.2,-1.4,D,1418.4,0,285.273,1,1.04,154,43.01,-80.14446913,25.88334941,0,0,1,N,0.2257314,51,51,11,104,104,44.57657,0,9999.99,3.27,3.397,2,9,29.8,0,29.79999924,37.44,1547.60472,10/21/21,10:35:12,26.68,56.4,37.44,1.293,7.95,-56.5,-5.3,-1.5,283,93.6,6.08,12.8,
25.88147623,-80.14641006,59:00.8,10/21/21,10,1.173,18.63,-7.117706431,0.89,47.0,42.73,2.01,-5.72,36.6,0.01,3.29,3.3,92,24,510.7,16.2,-1.4,D,1418.4,0,284.759,1,1.04,154,42.99,-80.14446913,25.88334941,0,0,1,N,0.1101411,70,70,11,133,133,43.74899,0,9999.99,3.29,3.417,2,9,29.8,0,29.79999924,16.75,1526.03918,10/21/21,10:35:13,26.68,27.36,16.75,1.173,7.96,-56.6,-4.5,-3.9,-6422,93.6,6.83,13.0,
25.88148033,-80.14640833,59:01.8,10/21/21,10,1.125,18.63,-7.117706431,0.89,49.7,45.43,-1.45,-4.51,36.7,0.01,3.28,3.3,92,24,510.7,16.2,-1.4,D,1418.4,0,284.311,1,1.03,154,42.98,-80.14446913,25.88334941,0,0,1,N,0.0673,48,48,11,119,119,43.44237,0,9999.99,3.28,3.407,2,9,29.8,0,29.79999924,46.59,1557.17823,10/21/21,10:35:14,26.66,68.35,46.59,1.339,7.95,-56.5,-4.7,-6.3,-1579,93.5,5.77,12.9,
25.88148383,-80.14640567,59:02.8,10/21/21,10,0.868,18.63,-7.117706431,0.89,48.8,44.53,2.34,-2.21,36.6,0.01,3.21,3.22,92,24,510.7,16.2,-1.4,D,1418.4,0,283.783,1,1.05,154,43.02,-80.14446913,25.88334941,0,0,1,N,0.2688435,71,71,11,128,128,44.8849,0,9999.99,3.22,3.347,2,9,29.8,0,29.79999924,46.58,1557.16838,10/21/21,10:35:16,26.66,68.33,46.58,1.16,7.95,-56.4,-5.2,0.9,2352,93.6,5.78,12.8,
25.88148817,-80.14640217,59:03.8,10/21/21,10,1.28,18.63,-7.117706431,0.89,55.1,50.8,-0.86,0.71,36.6,0.01,3.27,3.28,92,25,510.7,16.2,-1.5,D,1344.8,0,283.332,1,1.01,154,43.04,-80.14446913,25.88334941,0,0,1,N,0.3639879,52,52,11,106,106,45.56522,0,9999.99,3.27,3.397,2,9,29.8,0,29.79999924,46.58,1557.16838,10/21/21,10:35:16,26.66,68.33,46.58,1.16,7.95,-56.4,-5.2,0.9,2352,93.6,5.78,12.8,
25.88149138,-80.14639819,59:04.8,10/21/21,10,1.28,18.63,-7.117706431,0.89,52.9,48.61,1.53,1.56,36.6,0.0,3.26,3.26,92,25,510.7,16.2,-1.5,D,1344.8,0,282.717,1,1.08,154,43.05,-80.14446913,25.88334941,0,0,1,N,0.3981679,65,65,11,110,110,45.80951,0,9999.99,3.28,3.407,2,9,29.8,0,29.79999924,46.57,1557.15673,10/21/21,10:35:17,26.66,68.32,46.57,1.326,7.95,-56.5,-5.8,-6.0,-1943,93.6,5.77,13.0,
25.88149467,-80.14639417,59:05.8,10/21/21,10,1.132,18.63,-7.117706431,0.89,54.4,50.11,-1.5,-0.82,36.7,0.0,3.27,3.27,92,25,510.7,16.2,-1.5,D,1344.8,0,282.23,1,1.04,154,43.06,-80.14446913,25.88334941,0,0,1,N,0.4515012,48,48,11,111,111,46.19038,0,9999.99,3.28,3.407,2,9,29.7,0,29.70000076,34.26,1544.07468,10/21/21,10:35:19,26.69,52.13,34.26,1.324,7.95,-56.5,-3.6,-3.5,5377,93.6,6.19,13.0,
25.881498,-80.14639083,59:06.8,10/21/21,10,0.906,18.63,-7.117706431,0.89,47.5,43.23,3.88,-8.1,36.7,0.0,3.25,3.25,92,25,510.7,16.2,-1.5,D,1344.8,0,281.61,1,1.12,154,43.03,-80.14446913,25.88334941,0,0,1,N,0.3115257,80,80,11,135,135,45.19013,0,9999.99,3.25,3.377,2,9,29.7,0,29.70000076,34.26,1544.07468,10/21/21,10:35:19,26.69,52.13,34.26,1.324,7.95,-56.5,-3.6,-3.5,5377,93.6,6.19,13.0,
25.881502,-80.14638767,59:07.8,10/21/21,10,1.159,18.63,-7.117706431,0.89,55.3,51.0,-0.36,-1.22,36.7,0.0,3.25,3.25,92,25,510.7,16.2,-1.5,D,1379.8,0,281.123,1,1.05,154,43.03,-80.14446913,25.88334941,0,0,1,N,0.3338038,55,55,11,104,104,45.3493,0,9999.99,3.26,3.387,2,9,29.7,0,29.70000076,46.56,1556.94674,10/21/21,10:35:20,26.68,68.31,46.56,1.25,7.95,-56.4,-4.3,-6.9,-2179,93.6,5.78,12.7,
25.88150547,-80.14638382,59:08.8,10/21/21,10,1.159,18.63,-7.117706431,0.89,54.3,50.01,1.04,1.02,36.7,0.0,3.18,3.18,92,25,510.6,16.2,-1.5,D,1363.7,0,280.591,1,1.09,154,43.05,-80.14446913,25.88334941,0,0,1,N,0.4112336,61,61,11,112,112,45.90272,0,9999.99,3.19,3.317,2,9,29.7,0,29.70000076,46.44,1556.82112,10/21/21,10:35:22,26.68,68.16,46.44,1.156,7.95,-56.4,-4.5,-2.9,-3886,93.4,5.77,12.9,
25.88150862,-80.14638039,59:09.8,10/21/21,10,1.097,18.63,-7.117706431,0.89,51.0,46.72,-0.13,-2.85,36.6,0.0,3.26,3.26,92,25,510.6,16.2,-1.5,D,1363.7,0,280.101,1,1.05,154,43.05,-80.14446913,25.88334941,0,0,1,N,0.396465,56,56,11,123,123,45.79713,0,9999.99,3.28,3.407,2,9,29.7,0,29.70000076,46.44,1556.82112,10/21/21,10:35:22,26.68,68.16,46.44,1.156,7.95,-56.4,-4.5,-2.9,-3886,93.4,5.77,12.9,
25.8815135,-80.14637517,59:10.8,10/21/21,10,1.02,18.63,-7.117706431,0.89,56.3,51.99,2.72,-4.07,36.6,0.0,3.23,3.23,92,25,510.6,16.2,-1.5,D,1363.7,0,279.455,1,1.13,154,43.0,-80.14446913,25.88334941,0,0,1,N,0.1717958,73,73,11,96,96,44.19004,0,9999.99,3.22,3.347,2,9,29.7,0,29.70000076,25.28,1534.70179,10/21/21,10:35:23,26.69,39.72,25.28,1.096,7.95,-56.5,-4.9,-4.5,-2146,93.4,6.5,12.9,
25.88152321,-80.14636618,59:13.8,10/21/21,10,1.203,18.63,-7.117706431,0.89,55.1,50.8,-1.56,0.26,36.6,0.01,3.32,3.33,92,25,510.6,16.2,-1.5,D,1379.6,0,277.945,1,1.0,153,43.06,-80.14446913,25.88334941,0,0,1,N,0.5287687,45,45,11,114,114,46.31515,0,9999.99,3.32,3.447,2,9,29.7,0,29.70000076,46.55,1556.93659,10/21/21,10:35:26,26.67,68.29,46.55,1.307,7.95,-56.4,-4.8,-1.5,26255,93.5,5.77,12.8,
25.8815279,-80.14636362,59:14.8,10/21/21,10,0.8,18.63,-7.117706431,0.89,51.5,47.22,4.01,-3.07,36.6,0.01,3.19,3.2,92,25,510.6,16.2,-1.5,D,1379.6,0,277.389,1,1.1,153,43.1,-80.14446913,25.88334941,0,0,1,N,0.3734871,81,81,11,128,128,47.53097,0,9999.99,3.19,3.317,2,9,29.7,0,29.70000076,46.56,1556.94766,10/21/21,10:35:28,26.66,68.31,46.56,1.241,7.95,-56.4,-3.8,-0.9,-6991,93.5,5.77,12.8,
25.88153181,-80.14635955,59:15.9,10/21/21,10,1.371,18.63,-7.117706431,0.89,55.6,51.3,-2.54,-1.49,36.6,0.01,3.39,3.41,92,25,510.6,16.2,-1.5,D,1378.6,0,276.794,1,1.01,153,43.1,-80.14446913,25.88334941,0,0,1,N,0.6040643,43,43,11,112,112,47.51825,0,9999.99,3.39,3.517,2,9,29.7,0,29.70000076,46.56,1556.94766,10/21/21,10:35:28,26.66,68.31,46.56,1.241,7.95,-56.4,-3.8,-0.9,-6991,93.5,5.77,12.8,
25.88154106,-80.14635381,59:17.9,10/21/21,10,0.995,21.9,-7.117706431,0.89,52.9,48.61,1.78,-5.94,36.6,0.01,3.35,3.35,92,25,510.6,16.2,-1.5,D,1378.6,0,275.651,1,1.05,153,43.16,-80.14446913,25.88334941,0,0,1,N,0.8159113,68,68,11,131,131,49.50369,0,9999.99,3.35,3.477,2,9,29.7,0,29.70000076,46.57,1556.95772,10/21/21,10:35:31,26.65,68.32,46.57,1.208,7.95,-56.2,-5.4,-1.6,-597,93.5,5.77,12.9,
25.88154577,-80.14635137,59:18.9,10/21/21,10,1.091,21.9,-7.117706431,0.89,48.3,44.03,1.37,-0.87,36.6,0.0,3.29,3.3,92,25,510.6,16.2,-1.5,D,1378.6,0,275.102,1,1.04,153,43.19,-80.14446913,25.88334941,0,0,1,N,0.8756226,65,65,11,154,154,50.70616,0,9999.99,3.31,3.437,2,9,29.7,0,29.70000076,46.57,1556.95772,10/21/21,10:35:31,26.65,68.32,46.57,1.208,7.95,-56.2,-5.4,-1.6,-597,93.5,5.77,12.9,
